Chr	Start	Stop	GeneID	Max_norm_counts	RH4_dCBP1_072221_CWRU	RH4_DMSO_072221_CWRU	Norm_RH4_dCBP1_072221_CWRU	Norm_RH4_DMSO_072221_CWRU
21	30812697	30813274	KRTAP8-1	0.00	0	0	0.00	0.00
21	30829039	30829759	KRTAP7-1	0.00	0	0	0.00	0.00
21	30592440	30593075	KRTAP6-3	0.00	0	0	0.00	0.00
21	30598686	30598874	KRTAP6-2	0.00	0	0	0.00	0.00
21	30613686	30613904	KRTAP6-1	0.00	0	0	0.00	0.00
11	1572741	1599184	KRTAP5-AS1	0.00	0	0.02	0.00	0.00
11	71548420	71549608	KRTAP5-9	0.00	0	0	0.00	0.00
11	71538025	71539209	KRTAP5-8	0.00	0	0	0.00	0.00
11	71527267	71528669	KRTAP5-7	0.00	0.04	0	0.00	0.00
11	1697195	1697755	KRTAP5-6	0.00	0	0	0.00	0.00
11	1629803	1630930	KRTAP5-5	0.00	0	0	0.00	0.00
11	1620958	1622138	KRTAP5-4	0.00	0	0	0.00	0.00
11	1607565	1608463	KRTAP5-3	0.00	0	0	0.00	0.00
11	1597177	1598294	KRTAP5-2	0.00	0	0	0.00	0.00
11	71581855	71582875	KRTAP5-11	0.00	0	0	0.00	0.00
11	71565563	71566735	KRTAP5-10	0.00	0	0	0.00	0.00
11	1584342	1585283	KRTAP5-1	0.00	0	0	0.00	0.00
17	41105389	41106488	KRTAP4-9	0.00	0	0	0.00	0.00
17	41096981	41098142	KRTAP4-8	0.00	0	0	0.00	0.00
17	41084207	41085144	KRTAP4-7	0.00	0	0	0.00	0.00
17	41139433	41140487	KRTAP4-6	0.00	0	0	0.00	0.00
17	41148924	41149825	KRTAP4-5	0.00	0	0	0.00	0.00
17	41159649	41160748	KRTAP4-4	0.00	0	0	0.00	0.00
17	41167231	41168221	KRTAP4-3	0.00	0	0	0.00	0.00
17	41177446	41178221	KRTAP4-2	0.00	0	0	0.00	0.00
17	41123091	41124182	KRTAP4-12	0.00	0	0	0.00	0.00
17	41117181	41118373	KRTAP4-11	0.00	0	0	0.00	0.00
17	41184100	41184911	KRTAP4-1	0.01	0	0.07	0.00	0.01
17	40993430	40994164	KRTAP3-3	0.00	0	0	0.00	0.00
17	40999193	40999906	KRTAP3-2	0.00	0	0	0.00	0.00
17	41008521	41009128	KRTAP3-1	0.00	0	0	0.00	0.00
17	41301826	41302851	KRTAP29-1	0.00	0	0	0.00	0.00
21	30337013	30337694	KRTAP27-1	0.00	0	0	0.00	0.00
21	30319124	30320315	KRTAP26-1	0.00	0	0	0.00	0.00
21	30289145	30289514	KRTAP25-1	0.00	0	0	0.00	0.00
21	30281309	30282950	KRTAP24-1	0.00	0	0	0.00	0.00
17	41065116	41065879	KRTAP2-4	0.00	0	0	0.00	0.00
21	30348399	30348606	KRTAP23-1	0.00	0	0	0.00	0.00
17	41059240	41060114	KRTAP2-3	0.00	0	0	0.00	0.00
21	30590105	30590397	KRTAP22-2	0.00	0	0	0.00	0.00
21	30601087	30601382	KRTAP22-1	0.00	0	0	0.00	0.00
17	41054498	41055230	KRTAP2-2	0.00	0	0	0.00	0.00
21	30718525	30718777	KRTAP21-3	0.00	0	0	0.00	0.00
21	30746794	30747259	KRTAP21-2	0.00	0	0	0.00	0.00
21	30755015	30755428	KRTAP21-1	0.00	0	0	0.00	0.00
17	41046541	41047316	KRTAP2-1	0.00	0	0	0.00	0.00
21	30620627	30620850	KRTAP20-4	0.00	0	0	0.00	0.00
21	30642864	30643136	KRTAP20-3	0.00	0	0	0.00	0.00
21	30635206	30635619	KRTAP20-2	0.00	0	0	0.00	0.00
21	30616425	30616699	KRTAP20-1	0.00	0	0	0.00	0.00
21	31038159	31038476	KRTAP19-8	0.03	0.33	0	0.03	0.00
21	30560875	30561314	KRTAP19-7	0.00	0	0	0.00	0.00
21	30541535	30541864	KRTAP19-6	0.00	0	0	0.00	0.00
21	30501657	30502141	KRTAP19-5	0.00	0	0	0.00	0.00
21	30496824	30497165	KRTAP19-4	0.00	0	0	0.00	0.00
21	30491462	30492013	KRTAP19-3	0.00	0	0	0.00	0.00
21	30487043	30487436	KRTAP19-2	0.00	0	0	0.00	0.00
21	30479706	30480367	KRTAP19-1	0.00	0	0	0.00	0.00
17	41314912	41315710	KRTAP17-1	0.00	0	0	0.00	0.00
17	41307700	41309309	KRTAP16-1	0.00	0	0	0.00	0.00
21	30440275	30440869	KRTAP15-1	0.00	0	0	0.00	0.00
17	41026026	41027208	KRTAP1-5	0.00	0	0	0.00	0.00
17	41029351	41030195	KRTAP1-4	0.00	0	0	0.00	0.00
21	30430254	30430898	KRTAP13-4	0.00	0	0	0.00	0.00
21	30425380	30425926	KRTAP13-3	0.00	0	0	0.00	0.00
21	30371390	30372271	KRTAP13-2	0.00	0	0	0.00	0.00
21	30396031	30396822	KRTAP13-1	0.00	0	0	0.00	0.00
17	41033884	41034874	KRTAP1-3	0.00	0	0	0.00	0.00
21	44654213	44654659	KRTAP12-4	0.00	0	0	0.00	0.00
21	44657932	44658341	KRTAP12-3	0.00	0	0	0.00	0.00
21	44666189	44666927	KRTAP12-2	0.00	0	0	0.00	0.00
21	44681576	44682163	KRTAP12-1	0.00	0	0	0.00	0.00
21	30880644	30881580	KRTAP11-1	0.00	0	0	0.00	0.00
17	41040541	41041450	KRTAP1-1	0.00	0	0	0.00	0.00
21	44627093	44628378	KRTAP10-9	0.00	0	0	0.00	0.00
21	44612079	44612954	KRTAP10-8	0.00	0	0	0.00	0.00
21	44600597	44602174	KRTAP10-7	0.00	0	0	0.00	0.00
21	44591268	44592505	KRTAP10-6	0.00	0	0	0.00	0.00
21	44579455	44580604	KRTAP10-5	0.00	0	0	0.00	0.00
21	44573729	44575371	KRTAP10-4	0.00	0	0	0.00	0.00
21	44557790	44558795	KRTAP10-3	0.00	0	0	0.00	0.00
21	44550357	44551505	KRTAP10-2	0.00	0	0	0.00	0.00
21	44697172	44698044	KRTAP10-12	0.00	0	0	0.00	0.00
21	44646414	44647650	KRTAP10-11	0.00	0	0	0.00	0.00
21	44637356	44638455	KRTAP10-10	0.00	0	0	0.00	0.00
21	44538981	44540195	KRTAP10-1	0.00	0	0	0.00	0.00
17	41565836	41572059	KRT9	0.00	0	0	0.00	0.00
11	9094363	9096190	KRT8P41	0.01	0.05	0.03	0.01	0.00
12	52250544	52258508	KRT87P	0.00	0	0	0.00	0.00
12	52270507	52309163	KRT86	0.01	0.02	0.1	0.00	0.01
12	52360006	52367481	KRT85	0.00	0	0	0.00	0.00
12	52377665	52386977	KRT84	0.00	0	0	0.00	0.00
12	52314301	52321398	KRT83	0.00	0	0	0.00	0.00
12	52393931	52406335	KRT82	0.00	0	0	0.00	0.00
12	52285913	52291534	KRT81	0.01	0	0.09	0.00	0.01
12	52168996	52192014	KRT80	0.58	1.55	5.84	0.16	0.58
12	52897191	52949860	KRT8	0.01	0.06	0.06	0.01	0.01
12	52245043	52247448	KRT7-AS	0.01	0	0.12	0.00	0.01
12	52821408	52834311	KRT79	0.00	0	0	0.00	0.00
12	52837804	52848994	KRT78	0.00	0	0	0.00	0.00
12	52689612	52703524	KRT77	0.00	0	0	0.00	0.00
12	52768155	52777345	KRT76	0.00	0	0	0.00	0.00
12	52424070	52434371	KRT75	0.00	0	0	0.00	0.00
12	52565782	52573843	KRT74	0.00	0	0	0.00	0.00
12	52609851	52615305	KRT73-AS1	0.00	0	0	0.00	0.00
12	52601813	52620133	KRT73	0.00	0	0	0.00	0.00
12	52585589	52602900	KRT72	0.00	0	0	0.00	0.00
12	52543909	52553145	KRT71	0.00	0	0	0.00	0.00
12	52233243	52252667	KRT7	0.04	0.24	0.37	0.02	0.04
12	52468516	52473805	KRT6C	0.00	0	0	0.00	0.00
12	52446651	52452146	KRT6B	0.00	0	0	0.00	0.00
12	52487176	52493257	KRT6A	0.00	0	0	0.00	0.00
12	52514575	52520394	KRT5	0.00	0	0	0.00	0.00
17	41626327	41640199	KRT42P	0.00	0.03	0.02	0.00	0.00
17	40977715	40987135	KRT40	0.01	0.03	0.08	0.00	0.01
12	52806549	52814116	KRT4	0.00	0	0	0.00	0.00
17	40958417	40966948	KRT39	0.00	0	0	0.00	0.00
17	41436154	41440983	KRT38	0.00	0	0	0.00	0.00
17	41420547	41424585	KRT37	0.00	0	0	0.00	0.00
17	41486136	41489910	KRT36	0.00	0	0	0.00	0.00
17	41476710	41481151	KRT35	0.00	0	0	0.00	0.00
17	41377665	41383816	KRT34	0.00	0	0	0.00	0.00
17	41363498	41369813	KRT33B	0.00	0	0	0.00	0.00
17	41345704	41350828	KRT33A	0.00	0	0	0.00	0.00
17	41459513	41469252	KRT32	0.00	0	0	0.00	0.00
17	41393721	41397608	KRT31	0.00	0	0	0.00	0.00
12	52789685	52805735	KRT3	0.00	0	0	0.00	0.00
17	40792196	40799959	KRT28	0.00	0	0	0.00	0.00
17	40776808	40782550	KRT27	0.00	0	0	0.00	0.00
17	40766238	40772159	KRT26	0.00	0	0	0.00	0.00
17	40748021	40755542	KRT25	0.00	0	0	0.00	0.00
17	40694246	40703752	KRT24	0.00	0	0	0.00	0.00
17	40922696	40937646	KRT23	0.01	0.05	0	0.01	0.00
17	40654665	40665177	KRT222	0.00	0	0	0.00	0.00
17	40875889	40885242	KRT20	0.00	0	0	0.00	0.00
12	52644558	52652211	KRT2	0.00	0	0	0.00	0.00
12	94834454	94835028	KRT19P2	0.00	0	0	0.00	0.00
17	41523617	41528308	KRT19	0.00	0	0	0.00	0.00
17	28275986	28307382	KRT18P55	0.00	0.03	0.03	0.00	0.00
12	52948855	52952906	KRT18	0.03	0.15	0.25	0.02	0.03
17	18422181	18425333	KRT17P5	0.00	0.02	0.02	0.00	0.00
17	18426861	18431926	KRT17P2	0.00	0	0.02	0.00	0.00
17	16840787	16845872	KRT17P1	0.00	0	0	0.00	0.00
17	41619442	41624575	KRT17	4.13	20.5	41.22	2.05	4.13
17	20501513	20504498	KRT16P3	0.00	0	0	0.00	0.00
17	16830483	16832833	KRT16P2	0.00	0	0	0.00	0.00
17	18439908	18442895	KRT16P1	0.00	0	0	0.00	0.00
17	41609778	41612767	KRT16	0.00	0	0.03	0.00	0.00
17	41513745	41521924	KRT15	0.00	0	0	0.00	0.00
17	41582279	41586895	KRT14	0.00	0	0	0.00	0.00
17	41500981	41505612	KRT13	0.00	0	0	0.00	0.00
17	40861303	40867223	KRT12	0.00	0	0	0.00	0.00
17	40819145	40836274	KRT10-AS1	0.60	6	5.16	0.60	0.52
17	40818117	40822614	KRT10	0.75	7.45	4.78	0.75	0.48
12	52674736	52680407	KRT1	0.00	0	0	0.00	0.00
12	75490863	75511609	KRR1	0.49	4.89	3.01	0.49	0.30
7	92198969	92246100	KRIT1	0.50	5.01	4.54	0.50	0.45
19	10553085	10566031	KRI1	0.16	1.57	1.03	0.16	0.10
16	2964275	2968380	KREMEN2	0.56	4.59	5.6	0.46	0.56
22	29073035	29168333	KREMEN1	0.54	4.88	5.38	0.49	0.54
2	88027205	88055783	KRCC1	2.40	23.96	15.66	2.40	1.57
X	46447297	46474639	KRBOX4	0.32	3.22	1.97	0.32	0.20
3	42934244	42936785	KRBOX1-AS1	0.00	0	0	0.00	0.00
3	42936386	42942792	KRBOX1	0.00	0	0	0.00	0.00
17	8358822	8376704	KRBA2	0.05	0.54	0.32	0.05	0.03
7	149714945	149734575	KRBA1	0.26	2.55	1.45	0.26	0.15
12	25205246	25250929	KRAS	1.18	11.6	11.83	1.16	1.18
19	47475141	47486792	KPTN	0.51	5.13	4.39	0.51	0.44
1	152758025	152762053	KPRP	0.00	0	0	0.00	0.00
17	47621527	47649428	KPNB1-DT	0.15	0.84	1.45	0.08	0.15
17	47649919	47685505	KPNB1	4.12	41.1	34.78	4.12	3.48
7	99145467	99219417	KPNA7	0.01	0.07	0.04	0.01	0.00
1	32108043	32176563	KPNA6	1.84	18.41	15.19	1.84	1.52
6	116677643	116741867	KPNA5	0.33	3.34	1.96	0.33	0.20
3	160495007	160565571	KPNA4	1.96	19.56	18.82	1.96	1.88
13	49699307	49792682	KPNA3	3.13	31.24	29.52	3.13	2.96
17	68035735	68046854	KPNA2	16.18	161.56	124.02	16.18	12.42
3	122421902	122514939	KPNA1	0.96	9.57	8.26	0.96	0.83
12	122527106	122626409	KNTC1	0.60	5.97	5.51	0.60	0.55
15	40382721	40394288	KNSTRN	1.37	13.71	9.47	1.37	0.95
16	19701937	19718227	KNOP1	0.44	4.44	3.67	0.44	0.37
15	40594012	40664342	KNL1	0.24	2.35	1.34	0.24	0.13
3	186717359	186744410	KNG1	0.00	0	0	0.00	0.00
10	133160219	133226412	KNDC1	0.00	0.02	0	0.00	0.00
1	46545641	46551647	KNCN	0.00	0	0	0.00	0.00
19	55339876	55348121	KMT5C	0.39	3	3.94	0.30	0.39
11	68154863	68213899	KMT5B	0.46	4.61	3.35	0.46	0.34
12	123384132	123409353	KMT5A	1.31	13.11	8.45	1.31	0.85
7	105010542	105014141	KMT2E-AS1	0.21	2.12	1.69	0.21	0.17
7	104940949	105115019	KMT2E	0.41	4.08	3.06	0.41	0.31
12	49018975	49060884	KMT2D	0.32	3.24	2.18	0.32	0.22
7	152134925	152436642	KMT2C	0.28	2.75	2.09	0.28	0.21
19	35717818	35738878	KMT2B	0.38	3.77	2.31	0.38	0.23
11	118436492	118526832	KMT2A	0.30	3.01	2.37	0.30	0.24
1	241531883	241595642	KMO	0.00	0.04	0	0.00	0.00
12	10363769	10398506	KLRK1-AS1	0.00	0	0	0.00	0.00
12	10372353	10390041	KLRK1	0.00	0	0	0.00	0.00
7	139426931	139483716	KLRG2	0.01	0.12	0	0.01	0.00
12	8950044	9215657	KLRG1	0.08	0.76	0.37	0.08	0.04
12	9881489	9895833	KLRF2	0.00	0	0	0.00	0.00
12	9800052	9845005	KLRF1	0.01	0.05	0	0.01	0.00
12	10238383	10329608	KLRD1	0.00	0	0	0.00	0.00
12	10372353	10410146	KLRC4-KLRK1	0.00	0	0	0.00	0.00
12	10407384	10409757	KLRC4	0.00	0	0	0.00	0.00
12	10412315	10420595	KLRC3	0.00	0	0	0.00	0.00
12	10430599	10436010	KLRC2	0.00	0	0	0.00	0.00
12	10441673	10454685	KLRC1	0.00	0	0	0.00	0.00
12	9594551	9607916	KLRB1	0.00	0	0	0.00	0.00
12	10588478	10599835	KLRA1P	0.05	0.45	0.24	0.05	0.02
10	87859158	87863533	KLLN	0.00	0.04	0.02	0.00	0.00
19	50882096	50896398	KLKP1	0.00	0	0	0.00	0.00
4	186215714	186258477	KLKB1	0.00	0.03	0	0.00	0.00
19	51002508	51009592	KLK9	0.00	0	0	0.00	0.00
19	50996008	51001604	KLK8	0.00	0	0	0.00	0.00
19	50976468	50984064	KLK7	0.00	0	0	0.00	0.00
19	50958631	50969598	KLK6	0.00	0	0	0.00	0.00
19	50943299	50953038	KLK5	0.00	0	0	0.00	0.00
19	50906351	50910745	KLK4	0.00	0	0	0.00	0.00
19	50854915	50860764	KLK3	0.00	0	0	0.00	0.00
19	50873439	50880567	KLK2	0.00	0	0	0.00	0.00
19	50825289	50834337	KLK15	0.00	0	0	0.00	0.00
19	51077494	51084210	KLK14	0.00	0	0	0.00	0.00
19	51055626	51065106	KLK13	0.00	0	0	0.00	0.00
19	51028954	51035648	KLK12	0.00	0	0	0.00	0.00
19	51022231	51027991	KLK11	0.00	0	0	0.00	0.00
19	51012739	51020097	KLK10	0.00	0	0	0.00	0.00
19	50819146	50823787	KLK1	0.00	0	0	0.00	0.00
9	21329665	21335404	KLHL9	0.81	8.08	5.47	0.81	0.55
4	87160103	87220618	KLHL8	1.38	13.77	8.43	1.38	0.84
7	23101228	23105703	KLHL7-DT	0.03	0.28	0.13	0.03	0.01
7	23105785	23177914	KLHL7	2.27	22.68	14.11	2.27	1.41
3	183548735	183552326	KLHL6-AS1	0.00	0	0	0.00	0.00
3	183487551	183555711	KLHL6	0.00	0.04	0	0.00	0.00
4	39044674	39143101	KLHL5	0.62	6.17	5.42	0.62	0.54
12	27780233	27803040	KLHL42	0.46	4.55	2.8	0.46	0.28
2	169509702	169526258	KLHL41	5.18	16.17	51.78	1.62	5.18
3	42685537	42692544	KLHL40	0.04	0.06	0.39	0.01	0.04
X	87517730	87670050	KLHL4	0.00	0	0	0.00	0.00
8	123644442	123653801	KLHL38	0.00	0	0	0.00	0.00
16	84648511	84667686	KLHL36	0.21	2.06	1.19	0.21	0.12
11	75422394	75433203	KLHL35	0.02	0.14	0.16	0.01	0.02
X	21654690	21658330	KLHL34	0.00	0	0.01	0.00	0.00
14	20425852	20436166	KLHL33	0.00	0	0	0.00	0.00
6	96898083	97145030	KLHL32	0.02	0.17	0.07	0.02	0.01
6	53647916	53665854	KLHL31	0.03	0.12	0.29	0.01	0.03
2	238138668	238152947	KLHL30	0.12	0.19	1.15	0.02	0.12
5	137617500	137736089	KLHL3	0.00	0.01	0.01	0.00	0.00
2	23385179	23708606	KLHL29	0.22	1.24	2.19	0.12	0.22
14	44924324	44961978	KLHL28	0.62	6.23	2.94	0.62	0.29
19	18637028	18671721	KLHL26	0.25	2.46	0.83	0.25	0.08
15	85759326	85794925	KLHL25	0.30	2.98	2.29	0.30	0.23
3	183635619	183684519	KLHL24	0.34	3.41	1.37	0.34	0.14
2	169733832	169751878	KLHL23	0.83	8.28	7.64	0.83	0.76
22	20441519	20497305	KLHL22	0.71	7.05	5.37	0.71	0.54
1	6590724	6602869	KLHL21	1.21	9.64	12.12	0.97	1.21
1	173714912	173786826	KLHL20	0.57	5.66	2.66	0.57	0.27
4	165207561	165323156	KLHL2	0.34	3.37	2.54	0.34	0.25
3	47282940	47346816	KLHL18	0.38	3.84	2.72	0.38	0.27
1	960103	965719	KLHL17	0.12	1.21	0.89	0.12	0.09
X	23983720	24027186	KLHL15	0.63	6.27	3.59	0.63	0.36
18	32672673	32773023	KLHL14	0.01	0.04	0.1	0.00	0.01
X	117897813	118117340	KLHL13	4.68	15.75	46.77	1.58	4.68
1	202891116	202928628	KLHL12	1.18	11.81	8.78	1.18	0.88
17	41848514	41865423	KLHL11	1.03	10.32	5.05	1.03	0.51
17	41835685	41848384	KLHL10	0.01	0.09	0.03	0.01	0.00
13	69700593	70108452	KLHL1	0.00	0	0	0.00	0.00
1	161098361	161100346	KLHDC9	0.00	0	0	0.00	0.00
3	49171120	49176487	KLHDC8B	0.48	2.68	4.81	0.27	0.48
1	205336061	205357039	KLHDC8A	0.00	0.04	0	0.00	0.00
22	50542303	50544778	KLHDC7B-DT	0.00	0	0	0.00	0.00
22	50545899	50551023	KLHDC7B	0.00	0	0	0.00	0.00
1	18480930	18485974	KLHDC7A	0.00	0	0	0.00	0.00
16	87693537	87765991	KLHDC4	0.38	3.82	2.99	0.38	0.30
6	43014249	43021294	KLHDC3	3.48	34.78	32.79	3.48	3.28
14	49767608	49786385	KLHDC2	0.80	7.99	6.41	0.80	0.64
7	130070532	130135705	KLHDC10	1.78	17.81	15.58	1.78	1.56
14	49690462	49753152	KLHDC1	0.08	0.77	0.34	0.08	0.03
9	70413672	70602089	KLF9-DT	0.01	0	0.06	0.00	0.01
9	70384604	70414657	KLF9	0.10	0.45	0.99	0.05	0.10
X	55908123	56291531	KLF8	0.00	0.01	0	0.00	0.00
2	207074137	207173851	KLF7	0.10	0.73	0.99	0.07	0.10
10	3775996	3785209	KLF6	0.44	2.47	4.41	0.25	0.44
13	73054976	73077538	KLF5	0.57	1.94	5.74	0.19	0.57
9	107484852	107489769	KLF4	0.56	0.46	5.59	0.05	0.56
4	38599093	38664893	KLF3-AS1	0.01	0.08	0.11	0.01	0.01
4	38664079	38701517	KLF3	0.68	2.42	6.75	0.24	0.68
19	16324826	16328685	KLF2	0.07	0.67	0.59	0.07	0.06
1	44137821	44141631	KLF18	0.00	0	0	0.00	0.00
1	44043927	44135140	KLF17	0.00	0	0	0.00	0.00
19	1852399	1863579	KLF16	0.38	1.94	3.81	0.19	0.38
3	126288121	126357408	KLF15	0.11	1.11	0.5	0.11	0.05
7	130730697	130734207	KLF14	0.04	0.41	0.2	0.04	0.02
15	31326835	31435665	KLF13	0.20	0.9	2.03	0.09	0.20
13	73686089	74168295	KLF12	0.19	1.46	1.86	0.15	0.19
2	10043550	10054836	KLF11	0.22	0.93	2.17	0.09	0.22
8	102648784	102655725	KLF10	1.16	1.98	11.63	0.20	1.16
19	12884422	12887201	KLF1	0.00	0	0	0.00	0.00
6	43074333	43076230	KLC4-AS1	0.01	0.05	0.07	0.01	0.01
6	43059631	43075093	KLC4	0.19	1.94	1.11	0.19	0.11
19	45340750	45351548	KLC3	0.00	0	0	0.00	0.00
11	66267741	66268440	KLC2-AS2	0.02	0.22	0	0.02	0.00
11	66259547	66265666	KLC2-AS1	0.01	0	0.12	0.00	0.01
11	66257288	66267860	KLC2	0.28	2.83	1.41	0.28	0.14
14	103629211	103701544	KLC1	1.08	10.79	7.99	1.08	0.80
4	39406930	39451533	KLB	0.04	0.38	0.36	0.04	0.04
13	33016063	33066143	KL	0.00	0	0.03	0.00	0.00
20	21194404	21218289	KIZ-AS1	0.01	0.09	0.09	0.01	0.01
20	21125975	21246622	KIZ	0.35	3.46	1.71	0.35	0.17
12	88492793	88580471	KITLG	1.21	2.69	12.05	0.27	1.21
4	54657957	54740715	KIT	0.60	1.91	6.01	0.19	0.60
19	916693	921005	KISS1R	0.00	0	0	0.00	0.00
1	204190341	204196491	KISS1	0.00	0	0	0.00	0.00
11	127002910	127006058	KIRREL3-AS3	0.00	0	0	0.00	0.00
11	126940746	126945090	KIRREL3-AS2	0.00	0	0	0.00	0.00
11	126423358	127003460	KIRREL3	0.00	0.01	0.01	0.00	0.00
19	35851635	35867146	KIRREL2	0.00	0	0	0.00	0.00
1	158025550	158032098	KIRREL1-IT1	0.00	0.03	0	0.00	0.00
1	157993613	158100262	KIRREL1	0.34	2.46	3.4	0.25	0.34
19	54532692	54545768	KIR3DX1	0.00	0	0	0.00	0.00
19	54724442	54736632	KIR3DL3	0.00	0	0	0.00	0.00
19	54850320	54867209	KIR3DL2	0.00	0	0	0.00	0.00
19	54816438	54830778	KIR3DL1	0.00	0	0	0.00	0.00
19	54832707	54848575	KIR2DS4	0.00	0	0	0.00	0.00
19	54803610	54814517	KIR2DL4	0.00	0	0	0.00	0.00
19	54738513	54753052	KIR2DL3	0.00	0	0	0.00	0.00
19	54769208	54784326	KIR2DL1	0.00	0	0	0.00	0.00
10	7750962	7787993	KIN	0.24	2.41	1.7	0.24	0.17
16	57758217	57863053	KIFC3	0.11	1.13	1.14	0.11	0.11
8	144466246	144474202	KIFC2	0.04	0.44	0.15	0.04	0.02
6	33391524	33410226	KIFC1	1.79	17.84	13.87	1.79	1.39
10	68988803	69016982	KIFBP	0.99	9.88	4.23	0.99	0.42
1	169921326	170085203	KIFAP3	0.48	4.79	2.38	0.48	0.24
3	47164370	47244116	KIF9-AS1	0.12	1.17	0.62	0.12	0.06
3	47227998	47282847	KIF9	0.12	0.69	1.19	0.07	0.12
15	89627977	89663086	KIF7	0.15	1.54	0.59	0.15	0.06
6	39329990	39725408	KIF6	0.01	0.06	0.13	0.01	0.01
2	148875995	148890572	KIF5C-AS1	0.00	0.04	0.04	0.00	0.00
2	148875227	149026759	KIF5C	0.27	2.67	1.61	0.27	0.16
10	32009015	32056425	KIF5B	2.89	28.89	19.67	2.89	1.97
12	57550039	57586633	KIF5A	0.00	0.03	0.01	0.00	0.00
5	155013755	155018141	KIF4B	0.02	0.17	0.05	0.02	0.01
X	70290104	70420886	KIF4A	1.15	11.46	6.68	1.15	0.67
2	25926598	25982740	KIF3C	0.22	2.18	0.39	0.22	0.04
20	32277651	32335011	KIF3B	1.12	11.15	7.1	1.12	0.71
5	132688808	132737563	KIF3A	0.32	3.17	1.41	0.32	0.14
1	44739704	44767767	KIF2C	3.21	32.03	21.67	3.21	2.17
17	53822927	53825193	KIF2B	0.00	0	0	0.00	0.00
5	62306167	62391025	KIF2A	0.93	8.92	9.33	0.89	0.93
9	83832795	83921544	KIF27	0.07	0.69	0.58	0.07	0.06
1	245206444	245234517	KIF26B-AS1	0.00	0	0	0.00	0.00
1	245154985	245709432	KIF26B	0.01	0.06	0.01	0.01	0.00
14	104134783	104138629	KIF26A-DT	0.01	0.03	0.08	0.00	0.01
14	104138587	104180898	KIF26A	0.14	1.07	1.38	0.11	0.14
6	167994187	167997077	KIF25-AS1	0.00	0	0	0.00	0.00
6	167997671	168045106	KIF25	0.00	0	0	0.00	0.00
9	34252033	34333520	KIF24	0.12	1.2	0.76	0.12	0.08
15	69396904	69415029	KIF23-AS1	0.07	0.7	0.6	0.07	0.06
15	69414325	69448427	KIF23	1.32	13.18	10.32	1.32	1.03
16	29790734	29805543	KIF22	3.09	30.81	23.73	3.09	2.38
1	200969390	201023714	KIF21B	0.04	0.35	0.1	0.04	0.01
12	39293228	39443147	KIF21A	0.00	0	0	0.00	0.00
10	89701590	89774934	KIF20B	0.29	2.91	2.18	0.29	0.22
5	138179112	138187723	KIF20A	1.16	11.58	6.51	1.16	0.65
17	5019214	5020093	KIF1C-AS1	0.01	0	0.11	0.00	0.01
17	4997950	5028401	KIF1C	0.39	3.88	3.29	0.39	0.33
1	10210570	10381603	KIF1B	0.65	5.24	6.52	0.52	0.65
2	240713767	240821403	KIF1A	0.10	1.01	0.9	0.10	0.09
17	74326212	74355820	KIF19	0.00	0	0	0.00	0.00
17	44924711	44947773	KIF18B	0.95	9.47	6.17	0.95	0.62
11	28020619	28108180	KIF18A	1.26	12.54	8.49	1.26	0.85
1	20664014	20718007	KIF17	0.01	0.05	0	0.01	0.00
20	16272104	16573457	KIF16B	0.04	0.42	0.12	0.04	0.01
3	44761740	44853274	KIF15	0.32	3.24	2.12	0.32	0.21
1	200551497	200620791	KIF14	0.23	2.28	1.53	0.23	0.15
8	29067278	29263385	KIF13B	0.18	1.79	1.28	0.18	0.13
6	17759126	17987635	KIF13A	0.17	1.48	1.65	0.15	0.17
9	114091623	114100090	KIF12	0.01	0.05	0	0.01	0.00
10	92593130	92655395	KIF11	1.18	11.79	9.05	1.18	0.91
2	8721081	8837613	KIDINS220	0.66	6.58	3.91	0.66	0.39
12	64186316	64222296	KICS2	0.48	2.41	4.75	0.24	0.48
9	5860254	6008489	KIAA2026	0.32	3.22	2.38	0.32	0.24
1	11919591	11926427	KIAA2013	2.01	20.06	18.05	2.01	1.81
2	202087555	202117058	KIAA2012-AS1	0.01	0.07	0.07	0.01	0.01
2	202073255	202205188	KIAA2012	0.01	0.06	0	0.01	0.00
9	112486827	112669397	KIAA1958	0.39	3.87	3.1	0.39	0.31
20	38210503	38260772	KIAA1755	0.00	0.01	0.01	0.00	0.00
22	25102417	25112692	KIAA1671-AS1	0.04	0	0.41	0.00	0.04
22	24952716	25197448	KIAA1671	0.17	0.48	1.68	0.05	0.17
1	180949690	180954887	KIAA1614-AS1	0.13	0.75	1.25	0.08	0.13
1	180912897	180951614	KIAA1614	0.18	0.46	1.78	0.05	0.18
6	57046691	57055739	KIAA1586	0.48	4.8	4.21	0.48	0.42
11	33376108	33674102	KIAA1549L	0.01	0.09	0.11	0.01	0.01
7	138831377	138981626	KIAA1549	0.15	1.52	0.91	0.15	0.09
1	32741830	32774970	KIAA1522	0.22	2.19	1.74	0.22	0.17
18	36828817	37232172	KIAA1328	0.37	3.67	2.13	0.37	0.21
10	23694727	24547843	KIAA1217	0.14	0.54	1.44	0.05	0.14
X	119078635	119151083	KIAA1210	0.00	0	0	0.00	0.00
5	176346061	176361865	KIAA1191	3.46	34.56	21.31	3.46	2.13
3	44748744	44761619	KIAA1143	0.47	4.65	3.32	0.47	0.33
4	122152331	122362752	KIAA1109	0.20	2.03	1.13	0.20	0.11
